date,game_id,competition_id,season,home_team,away_team,home_goals,away_goals
1963-08-24,1963-64:de.1:1:Werder Bremen:Borussia Dortmund,de.1,1963-64,Werder Bremen,Borussia Dortmund,3,2
1963-08-24,1963-64:de.1:2:1. FC Saarbrücken:1. FC Köln,de.1,1963-64,1. FC Saarbrücken,1. FC Köln,0,2
1963-08-24,1963-64:de.1:3:TSV 1860 München:Eintracht Braunschweig,de.1,1963-64,TSV 1860 München,Eintracht Braunschweig,1,1
1963-08-24,1963-64:de.1:4:Eintracht Frankfurt:1. FC Kaiserslautern,de.1,1963-64,Eintracht Frankfurt,1. FC Kaiserslautern,1,1
1963-08-24,1963-64:de.1:5:FC Schalke 04:VfB Stuttgart,de.1,1963-64,FC Schalke 04,VfB Stuttgart,2,0
1963-08-24,1963-64:de.1:6:Preußen Münster:Hamburger SV,de.1,1963-64,Preußen Münster,Hamburger SV,1,1
1963-08-24,1963-64:de.1:7:Karlsruher SC:MSV Duisburg,de.1,1963-64,Karlsruher SC,MSV Duisburg,1,4
1963-08-24,1963-64:de.1:8:Hertha BSC:1. FC Nürnberg,de.1,1963-64,Hertha BSC,1. FC Nürnberg,1,1
1963-08-31,1963-64:de.1:10:Hamburger SV:1. FC Saarbrücken,de.1,1963-64,Hamburger SV,1. FC Saarbrücken,4,2
1963-08-31,1963-64:de.1:11:1. FC Nürnberg:Werder Bremen,de.1,1963-64,1. FC Nürnberg,Werder Bremen,3,0
1963-08-31,1963-64:de.1:12:1. FC Köln:Karlsruher SC,de.1,1963-64,1. FC Köln,Karlsruher SC,4,0
1963-08-31,1963-64:de.1:13:1. FC Kaiserslautern:FC Schalke 04,de.1,1963-64,1. FC Kaiserslautern,FC Schalke 04,2,3
1963-08-31,1963-64:de.1:14:VfB Stuttgart:Hertha BSC,de.1,1963-64,VfB Stuttgart,Hertha BSC,2,0
1963-08-31,1963-64:de.1:15:MSV Duisburg:Eintracht Frankfurt,de.1,1963-64,MSV Duisburg,Eintracht Frankfurt,3,1
1963-08-31,1963-64:de.1:16:Eintracht Braunschweig:Preußen Münster,de.1,1963-64,Eintracht Braunschweig,Preußen Münster,1,0
1963-08-31,1963-64:de.1:9:Borussia Dortmund:TSV 1860 München,de.1,1963-64,Borussia Dortmund,TSV 1860 München,3,3
1963-09-07,1963-64:de.1:17:TSV 1860 München:1. FC Köln,de.1,1963-64,TSV 1860 München,1. FC Köln,1,3
1963-09-07,1963-64:de.1:18:Karlsruher SC:Hamburger SV,de.1,1963-64,Karlsruher SC,Hamburger SV,0,4
1963-09-07,1963-64:de.1:19:Eintracht Frankfurt:1. FC Nürnberg,de.1,1963-64,Eintracht Frankfurt,1. FC Nürnberg,2,3
1963-09-07,1963-64:de.1:20:FC Schalke 04:Borussia Dortmund,de.1,1963-64,FC Schalke 04,Borussia Dortmund,3,1
1963-09-07,1963-64:de.1:21:Werder Bremen:VfB Stuttgart,de.1,1963-64,Werder Bremen,VfB Stuttgart,2,2
1963-09-07,1963-64:de.1:22:Hertha BSC:1. FC Kaiserslautern,de.1,1963-64,Hertha BSC,1. FC Kaiserslautern,2,2
1963-09-07,1963-64:de.1:23:Preußen Münster:MSV Duisburg,de.1,1963-64,Preußen Münster,MSV Duisburg,4,2
1963-09-07,1963-64:de.1:24:1. FC Saarbrücken:Eintracht Braunschweig,de.1,1963-64,1. FC Saarbrücken,Eintracht Braunschweig,2,2
1963-09-14,1963-64:de.1:25:1. FC Köln:FC Schalke 04,de.1,1963-64,1. FC Köln,FC Schalke 04,2,2
1963-09-14,1963-64:de.1:26:1. FC Nürnberg:Preußen Münster,de.1,1963-64,1. FC Nürnberg,Preußen Münster,2,2
1963-09-14,1963-64:de.1:27:Borussia Dortmund:1. FC Saarbrücken,de.1,1963-64,Borussia Dortmund,1. FC Saarbrücken,2,1
1963-09-14,1963-64:de.1:28:Hamburger SV:Eintracht Frankfurt,de.1,1963-64,Hamburger SV,Eintracht Frankfurt,3,0
1963-09-14,1963-64:de.1:29:VfB Stuttgart:TSV 1860 München,de.1,1963-64,VfB Stuttgart,TSV 1860 München,1,1
1963-09-14,1963-64:de.1:30:1. FC Kaiserslautern:Werder Bremen,de.1,1963-64,1. FC Kaiserslautern,Werder Bremen,3,0
1963-09-14,1963-64:de.1:31:MSV Duisburg:Hertha BSC,de.1,1963-64,MSV Duisburg,Hertha BSC,1,3
1963-09-14,1963-64:de.1:32:Eintracht Braunschweig:Karlsruher SC,de.1,1963-64,Eintracht Braunschweig,Karlsruher SC,2,0
1963-09-21,1963-64:de.1:33:FC Schalke 04:Hamburger SV,de.1,1963-64,FC Schalke 04,Hamburger SV,1,0
1963-09-21,1963-64:de.1:34:1. FC Saarbrücken:1. FC Nürnberg,de.1,1963-64,1. FC Saarbrücken,1. FC Nürnberg,3,5
1963-09-21,1963-64:de.1:35:Hertha BSC:1. FC Köln,de.1,1963-64,Hertha BSC,1. FC Köln,0,3
1963-09-21,1963-64:de.1:36:Karlsruher SC:Borussia Dortmund,de.1,1963-64,Karlsruher SC,Borussia Dortmund,1,3
1963-09-21,1963-64:de.1:37:TSV 1860 München:1. FC Kaiserslautern,de.1,1963-64,TSV 1860 München,1. FC Kaiserslautern,3,0
1963-09-21,1963-64:de.1:38:Eintracht Frankfurt:Eintracht Braunschweig,de.1,1963-64,Eintracht Frankfurt,Eintracht Braunschweig,3,0
1963-09-21,1963-64:de.1:39:Preußen Münster:VfB Stuttgart,de.1,1963-64,Preußen Münster,VfB Stuttgart,4,2
1963-09-21,1963-64:de.1:40:Werder Bremen:MSV Duisburg,de.1,1963-64,Werder Bremen,MSV Duisburg,1,1
1963-10-05,1963-64:de.1:41:1. FC Köln:Werder Bremen,de.1,1963-64,1. FC Köln,Werder Bremen,4,3
1963-10-05,1963-64:de.1:42:1. FC Kaiserslautern:Preußen Münster,de.1,1963-64,1. FC Kaiserslautern,Preußen Münster,0,0
1963-10-05,1963-64:de.1:43:MSV Duisburg:TSV 1860 München,de.1,1963-64,MSV Duisburg,TSV 1860 München,3,0
1963-10-05,1963-64:de.1:44:VfB Stuttgart:1. FC Saarbrücken,de.1,1963-64,VfB Stuttgart,1. FC Saarbrücken,3,1
1963-10-05,1963-64:de.1:45:1. FC Nürnberg:Karlsruher SC,de.1,1963-64,1. FC Nürnberg,Karlsruher SC,2,4
1963-10-05,1963-64:de.1:46:Hamburger SV:Hertha BSC,de.1,1963-64,Hamburger SV,Hertha BSC,5,1
1963-10-05,1963-64:de.1:47:Eintracht Braunschweig:FC Schalke 04,de.1,1963-64,Eintracht Braunschweig,FC Schalke 04,4,3
1963-10-05,1963-64:de.1:48:Borussia Dortmund:Eintracht Frankfurt,de.1,1963-64,Borussia Dortmund,Eintracht Frankfurt,3,0
1963-10-12,1963-64:de.1:49:Eintracht Frankfurt:1. FC Köln,de.1,1963-64,Eintracht Frankfurt,1. FC Köln,2,1
1963-10-12,1963-64:de.1:50:Hertha BSC:Eintracht Braunschweig,de.1,1963-64,Hertha BSC,Eintracht Braunschweig,1,2
1963-10-12,1963-64:de.1:51:TSV 1860 München:1. FC Nürnberg,de.1,1963-64,TSV 1860 München,1. FC Nürnberg,5,0
1963-10-12,1963-64:de.1:52:Karlsruher SC:VfB Stuttgart,de.1,1963-64,Karlsruher SC,VfB Stuttgart,0,3
1963-10-12,1963-64:de.1:53:FC Schalke 04:MSV Duisburg,de.1,1963-64,FC Schalke 04,MSV Duisburg,2,2
1963-10-12,1963-64:de.1:54:1. FC Saarbrücken:1. FC Kaiserslautern,de.1,1963-64,1. FC Saarbrücken,1. FC Kaiserslautern,2,4
1963-10-12,1963-64:de.1:55:Werder Bremen:Hamburger SV,de.1,1963-64,Werder Bremen,Hamburger SV,4,2
1963-10-12,1963-64:de.1:56:Preußen Münster:Borussia Dortmund,de.1,1963-64,Preußen Münster,Borussia Dortmund,1,2
1963-10-19,1963-64:de.1:57:Hamburger SV:TSV 1860 München,de.1,1963-64,Hamburger SV,TSV 1860 München,5,0
1963-10-19,1963-64:de.1:58:1. FC Köln:Preußen Münster,de.1,1963-64,1. FC Köln,Preußen Münster,3,0
1963-10-19,1963-64:de.1:59:1. FC Nürnberg:FC Schalke 04,de.1,1963-64,1. FC Nürnberg,FC Schalke 04,0,2
1963-10-19,1963-64:de.1:60:VfB Stuttgart:Eintracht Frankfurt,de.1,1963-64,VfB Stuttgart,Eintracht Frankfurt,0,0
1963-10-19,1963-64:de.1:61:MSV Duisburg:1. FC Saarbrücken,de.1,1963-64,MSV Duisburg,1. FC Saarbrücken,3,1
1963-10-19,1963-64:de.1:62:1. FC Kaiserslautern:Karlsruher SC,de.1,1963-64,1. FC Kaiserslautern,Karlsruher SC,1,0
1963-10-19,1963-64:de.1:63:Eintracht Braunschweig:Werder Bremen,de.1,1963-64,Eintracht Braunschweig,Werder Bremen,1,1
1963-10-19,1963-64:de.1:64:Borussia Dortmund:Hertha BSC,de.1,1963-64,Borussia Dortmund,Hertha BSC,7,2
1963-10-26,1963-64:de.1:65:VfB Stuttgart:Borussia Dortmund,de.1,1963-64,VfB Stuttgart,Borussia Dortmund,2,1
1963-10-26,1963-64:de.1:66:FC Schalke 04:Werder Bremen,de.1,1963-64,FC Schalke 04,Werder Bremen,2,3
1963-10-26,1963-64:de.1:67:Hamburger SV:Eintracht Braunschweig,de.1,1963-64,Hamburger SV,Eintracht Braunschweig,2,1
1963-10-26,1963-64:de.1:68:1. FC Köln:MSV Duisburg,de.1,1963-64,1. FC Köln,MSV Duisburg,3,3
1963-10-26,1963-64:de.1:69:1. FC Nürnberg:1. FC Kaiserslautern,de.1,1963-64,1. FC Nürnberg,1. FC Kaiserslautern,0,5
1963-10-26,1963-64:de.1:70:Preußen Münster:TSV 1860 München,de.1,1963-64,Preußen Münster,TSV 1860 München,0,0
1963-10-26,1963-64:de.1:71:Hertha BSC:Eintracht Frankfurt,de.1,1963-64,Hertha BSC,Eintracht Frankfurt,1,3
1963-10-26,1963-64:de.1:72:1. FC Saarbrücken:Karlsruher SC,de.1,1963-64,1. FC Saarbrücken,Karlsruher SC,1,3
1963-11-08,1963-64:de.1:73:Eintracht Braunschweig:1. FC Köln,de.1,1963-64,Eintracht Braunschweig,1. FC Köln,1,1
1963-11-09,1963-64:de.1:74:1. FC Kaiserslautern:VfB Stuttgart,de.1,1963-64,1. FC Kaiserslautern,VfB Stuttgart,1,3
1963-11-09,1963-64:de.1:75:MSV Duisburg:Hamburger SV,de.1,1963-64,MSV Duisburg,Hamburger SV,4,0
1963-11-09,1963-64:de.1:76:Eintracht Frankfurt:FC Schalke 04,de.1,1963-64,Eintracht Frankfurt,FC Schalke 04,4,2
1963-11-09,1963-64:de.1:77:TSV 1860 München:1. FC Saarbrücken,de.1,1963-64,TSV 1860 München,1. FC Saarbrücken,7,1
1963-11-09,1963-64:de.1:78:Karlsruher SC:Preußen Münster,de.1,1963-64,Karlsruher SC,Preußen Münster,4,2
1963-11-09,1963-64:de.1:79:Werder Bremen:Hertha BSC,de.1,1963-64,Werder Bremen,Hertha BSC,2,2
1963-11-09,1963-64:de.1:80:Borussia Dortmund:1. FC Nürnberg,de.1,1963-64,Borussia Dortmund,1. FC Nürnberg,3,1
1963-11-16,1963-64:de.1:81:1. FC Köln:Hamburger SV,de.1,1963-64,1. FC Köln,Hamburger SV,4,1
1963-11-16,1963-64:de.1:82:Eintracht Braunschweig:MSV Duisburg,de.1,1963-64,Eintracht Braunschweig,MSV Duisburg,0,0
1963-11-16,1963-64:de.1:83:1. FC Saarbrücken:Preußen Münster,de.1,1963-64,1. FC Saarbrücken,Preußen Münster,1,1
1963-11-16,1963-64:de.1:84:VfB Stuttgart:1. FC Nürnberg,de.1,1963-64,VfB Stuttgart,1. FC Nürnberg,1,0
1963-11-16,1963-64:de.1:85:TSV 1860 München:Karlsruher SC,de.1,1963-64,TSV 1860 München,Karlsruher SC,1,0
1963-11-16,1963-64:de.1:86:Werder Bremen:Eintracht Frankfurt,de.1,1963-64,Werder Bremen,Eintracht Frankfurt,4,1
1963-11-16,1963-64:de.1:87:Borussia Dortmund:1. FC Kaiserslautern,de.1,1963-64,Borussia Dortmund,1. FC Kaiserslautern,9,3
1963-11-16,1963-64:de.1:88:FC Schalke 04:Hertha BSC,de.1,1963-64,FC Schalke 04,Hertha BSC,1,0
1963-11-23,1963-64:de.1:89:1. FC Nürnberg:1. FC Köln,de.1,1963-64,1. FC Nürnberg,1. FC Köln,2,2
1963-11-23,1963-64:de.1:90:Hamburger SV:VfB Stuttgart,de.1,1963-64,Hamburger SV,VfB Stuttgart,1,1
1963-11-23,1963-64:de.1:91:MSV Duisburg:Borussia Dortmund,de.1,1963-64,MSV Duisburg,Borussia Dortmund,3,3
1963-11-23,1963-64:de.1:92:Preußen Münster:FC Schalke 04,de.1,1963-64,Preußen Münster,FC Schalke 04,2,2
1963-11-23,1963-64:de.1:93:1. FC Kaiserslautern:Eintracht Braunschweig,de.1,1963-64,1. FC Kaiserslautern,Eintracht Braunschweig,2,1
1963-11-23,1963-64:de.1:94:Hertha BSC:1. FC Saarbrücken,de.1,1963-64,Hertha BSC,1. FC Saarbrücken,3,2
1963-11-23,1963-64:de.1:95:Karlsruher SC:Werder Bremen,de.1,1963-64,Karlsruher SC,Werder Bremen,1,1
1963-11-23,1963-64:de.1:96:Eintracht Frankfurt:TSV 1860 München,de.1,1963-64,Eintracht Frankfurt,TSV 1860 München,5,2
1963-11-30,1963-64:de.1:100:VfB Stuttgart:Eintracht Braunschweig,de.1,1963-64,VfB Stuttgart,Eintracht Braunschweig,5,0
1963-11-30,1963-64:de.1:101:Werder Bremen:1. FC Saarbrücken,de.1,1963-64,Werder Bremen,1. FC Saarbrücken,0,3
1963-11-30,1963-64:de.1:102:Eintracht Frankfurt:Preußen Münster,de.1,1963-64,Eintracht Frankfurt,Preußen Münster,3,0
1963-11-30,1963-64:de.1:103:FC Schalke 04:TSV 1860 München,de.1,1963-64,FC Schalke 04,TSV 1860 München,2,1
1963-11-30,1963-64:de.1:104:Borussia Dortmund:1. FC Köln,de.1,1963-64,Borussia Dortmund,1. FC Köln,2,3
1963-11-30,1963-64:de.1:97:1. FC Nürnberg:MSV Duisburg,de.1,1963-64,1. FC Nürnberg,MSV Duisburg,2,0
1963-11-30,1963-64:de.1:98:Hertha BSC:Karlsruher SC,de.1,1963-64,Hertha BSC,Karlsruher SC,2,3
1963-11-30,1963-64:de.1:99:1. FC Kaiserslautern:Hamburger SV,de.1,1963-64,1. FC Kaiserslautern,Hamburger SV,3,2
1963-12-07,1963-64:de.1:105:MSV Duisburg:VfB Stuttgart,de.1,1963-64,MSV Duisburg,VfB Stuttgart,3,0
1963-12-07,1963-64:de.1:106:Preußen Münster:Werder Bremen,de.1,1963-64,Preußen Münster,Werder Bremen,1,3
1963-12-07,1963-64:de.1:107:Karlsruher SC:FC Schalke 04,de.1,1963-64,Karlsruher SC,FC Schalke 04,1,1
1963-12-07,1963-64:de.1:108:TSV 1860 München:Hertha BSC,de.1,1963-64,TSV 1860 München,Hertha BSC,1,2
1963-12-07,1963-64:de.1:109:1. FC Saarbrücken:Eintracht Frankfurt,de.1,1963-64,1. FC Saarbrücken,Eintracht Frankfurt,0,4
1963-12-07,1963-64:de.1:110:1. FC Köln:1. FC Kaiserslautern,de.1,1963-64,1. FC Köln,1. FC Kaiserslautern,5,1
1963-12-07,1963-64:de.1:111:Eintracht Braunschweig:1. FC Nürnberg,de.1,1963-64,Eintracht Braunschweig,1. FC Nürnberg,2,0
1963-12-14,1963-64:de.1:112:Hertha BSC:Preußen Münster,de.1,1963-64,Hertha BSC,Preußen Münster,2,0
1963-12-14,1963-64:de.1:113:Borussia Dortmund:Eintracht Braunschweig,de.1,1963-64,Borussia Dortmund,Eintracht Braunschweig,3,0
1963-12-14,1963-64:de.1:114:1. FC Nürnberg:Hamburger SV,de.1,1963-64,1. FC Nürnberg,Hamburger SV,3,2
1963-12-14,1963-64:de.1:115:Eintracht Frankfurt:Karlsruher SC,de.1,1963-64,Eintracht Frankfurt,Karlsruher SC,0,3
1963-12-14,1963-64:de.1:116:Werder Bremen:TSV 1860 München,de.1,1963-64,Werder Bremen,TSV 1860 München,4,1
1963-12-14,1963-64:de.1:117:1. FC Kaiserslautern:MSV Duisburg,de.1,1963-64,1. FC Kaiserslautern,MSV Duisburg,1,1
1963-12-14,1963-64:de.1:118:FC Schalke 04:1. FC Saarbrücken,de.1,1963-64,FC Schalke 04,1. FC Saarbrücken,4,1
1963-12-14,1963-64:de.1:119:VfB Stuttgart:1. FC Köln,de.1,1963-64,VfB Stuttgart,1. FC Köln,0,1
1963-12-21,1963-64:de.1:120:Hamburger SV:Borussia Dortmund,de.1,1963-64,Hamburger SV,Borussia Dortmund,2,1
1964-01-11,1963-64:de.1:121:Borussia Dortmund:Werder Bremen,de.1,1963-64,Borussia Dortmund,Werder Bremen,4,3
1964-01-11,1963-64:de.1:122:1. FC Köln:1. FC Saarbrücken,de.1,1963-64,1. FC Köln,1. FC Saarbrücken,1,3
1964-01-11,1963-64:de.1:123:1. FC Kaiserslautern:Eintracht Frankfurt,de.1,1963-64,1. FC Kaiserslautern,Eintracht Frankfurt,1,1
1964-01-11,1963-64:de.1:124:Hamburger SV:Preußen Münster,de.1,1963-64,Hamburger SV,Preußen Münster,5,0
1964-01-11,1963-64:de.1:125:MSV Duisburg:Karlsruher SC,de.1,1963-64,MSV Duisburg,Karlsruher SC,2,0
1964-01-11,1963-64:de.1:126:1. FC Nürnberg:Hertha BSC,de.1,1963-64,1. FC Nürnberg,Hertha BSC,2,3
1964-01-11,1963-64:de.1:127:Eintracht Braunschweig:TSV 1860 München,de.1,1963-64,Eintracht Braunschweig,TSV 1860 München,0,1
1964-01-18,1963-64:de.1:128:Preußen Münster:Eintracht Braunschweig,de.1,1963-64,Preußen Münster,Eintracht Braunschweig,0,2
1964-01-18,1963-64:de.1:129:Werder Bremen:1. FC Nürnberg,de.1,1963-64,Werder Bremen,1. FC Nürnberg,2,1
1964-01-18,1963-64:de.1:130:TSV 1860 München:Borussia Dortmund,de.1,1963-64,TSV 1860 München,Borussia Dortmund,6,1
1964-01-18,1963-64:de.1:131:Karlsruher SC:1. FC Köln,de.1,1963-64,Karlsruher SC,1. FC Köln,2,2
1964-01-18,1963-64:de.1:132:FC Schalke 04:1. FC Kaiserslautern,de.1,1963-64,FC Schalke 04,1. FC Kaiserslautern,4,0
1964-01-18,1963-64:de.1:133:Hertha BSC:VfB Stuttgart,de.1,1963-64,Hertha BSC,VfB Stuttgart,0,2
1964-01-25,1963-64:de.1:134:Borussia Dortmund:FC Schalke 04,de.1,1963-64,Borussia Dortmund,FC Schalke 04,3,0
1964-01-25,1963-64:de.1:135:1. FC Nürnberg:Eintracht Frankfurt,de.1,1963-64,1. FC Nürnberg,Eintracht Frankfurt,1,0
1964-01-25,1963-64:de.1:136:Hamburger SV:Karlsruher SC,de.1,1963-64,Hamburger SV,Karlsruher SC,1,1
1964-01-25,1963-64:de.1:137:Eintracht Braunschweig:1. FC Saarbrücken,de.1,1963-64,Eintracht Braunschweig,1. FC Saarbrücken,3,1
1964-01-25,1963-64:de.1:138:VfB Stuttgart:Werder Bremen,de.1,1963-64,VfB Stuttgart,Werder Bremen,2,0
1964-01-25,1963-64:de.1:139:MSV Duisburg:Preußen Münster,de.1,1963-64,MSV Duisburg,Preußen Münster,0,0
1964-01-25,1963-64:de.1:140:1. FC Köln:TSV 1860 München,de.1,1963-64,1. FC Köln,TSV 1860 München,2,2
1964-02-01,1963-64:de.1:141:FC Schalke 04:1. FC Köln,de.1,1963-64,FC Schalke 04,1. FC Köln,2,3
1964-02-01,1963-64:de.1:142:Werder Bremen:1. FC Kaiserslautern,de.1,1963-64,Werder Bremen,1. FC Kaiserslautern,2,0
1964-02-01,1963-64:de.1:143:Karlsruher SC:Eintracht Braunschweig,de.1,1963-64,Karlsruher SC,Eintracht Braunschweig,3,1
1964-02-08,1963-64:de.1:144:VfB Stuttgart:FC Schalke 04,de.1,1963-64,VfB Stuttgart,FC Schalke 04,2,0
1964-02-08,1963-64:de.1:145:1. FC Saarbrücken:Hamburger SV,de.1,1963-64,1. FC Saarbrücken,Hamburger SV,1,1
1964-02-08,1963-64:de.1:146:1. FC Kaiserslautern:Hertha BSC,de.1,1963-64,1. FC Kaiserslautern,Hertha BSC,3,0
1964-02-08,1963-64:de.1:147:Eintracht Frankfurt:MSV Duisburg,de.1,1963-64,Eintracht Frankfurt,MSV Duisburg,2,2
1964-02-08,1963-64:de.1:148:Preußen Münster:1. FC Nürnberg,de.1,1963-64,Preußen Münster,1. FC Nürnberg,0,1
1964-02-15,1963-64:de.1:149:1. FC Köln:Hertha BSC,de.1,1963-64,1. FC Köln,Hertha BSC,3,1
1964-02-15,1963-64:de.1:150:1. FC Nürnberg:1. FC Saarbrücken,de.1,1963-64,1. FC Nürnberg,1. FC Saarbrücken,2,0
1964-02-15,1963-64:de.1:151:Borussia Dortmund:Karlsruher SC,de.1,1963-64,Borussia Dortmund,Karlsruher SC,3,2
1964-02-15,1963-64:de.1:152:Hamburger SV:FC Schalke 04,de.1,1963-64,Hamburger SV,FC Schalke 04,3,1
1964-02-15,1963-64:de.1:153:VfB Stuttgart:Preußen Münster,de.1,1963-64,VfB Stuttgart,Preußen Münster,0,3
1964-02-15,1963-64:de.1:154:1. FC Kaiserslautern:TSV 1860 München,de.1,1963-64,1. FC Kaiserslautern,TSV 1860 München,2,1
1964-02-15,1963-64:de.1:155:Eintracht Braunschweig:Eintracht Frankfurt,de.1,1963-64,Eintracht Braunschweig,Eintracht Frankfurt,0,3
1964-02-15,1963-64:de.1:156:MSV Duisburg:Werder Bremen,de.1,1963-64,MSV Duisburg,Werder Bremen,1,0
1964-02-22,1963-64:de.1:157:1. FC Saarbrücken:VfB Stuttgart,de.1,1963-64,1. FC Saarbrücken,VfB Stuttgart,0,1
1964-02-22,1963-64:de.1:158:Werder Bremen:1. FC Köln,de.1,1963-64,Werder Bremen,1. FC Köln,1,1
1964-02-22,1963-64:de.1:159:Preußen Münster:1. FC Kaiserslautern,de.1,1963-64,Preußen Münster,1. FC Kaiserslautern,1,0
1964-02-22,1963-64:de.1:160:Hertha BSC:Hamburger SV,de.1,1963-64,Hertha BSC,Hamburger SV,1,2
1964-02-22,1963-64:de.1:161:Karlsruher SC:1. FC Nürnberg,de.1,1963-64,Karlsruher SC,1. FC Nürnberg,1,3
1964-02-22,1963-64:de.1:162:FC Schalke 04:Eintracht Braunschweig,de.1,1963-64,FC Schalke 04,Eintracht Braunschweig,2,0
1964-02-22,1963-64:de.1:163:Eintracht Frankfurt:Borussia Dortmund,de.1,1963-64,Eintracht Frankfurt,Borussia Dortmund,2,1
1964-02-29,1963-64:de.1:164:1. FC Köln:Eintracht Frankfurt,de.1,1963-64,1. FC Köln,Eintracht Frankfurt,1,1
1964-02-29,1963-64:de.1:165:VfB Stuttgart:Karlsruher SC,de.1,1963-64,VfB Stuttgart,Karlsruher SC,4,1
1964-02-29,1963-64:de.1:166:1. FC Nürnberg:TSV 1860 München,de.1,1963-64,1. FC Nürnberg,TSV 1860 München,2,2
1964-02-29,1963-64:de.1:167:Borussia Dortmund:Preußen Münster,de.1,1963-64,Borussia Dortmund,Preußen Münster,0,0
1964-02-29,1963-64:de.1:168:MSV Duisburg:FC Schalke 04,de.1,1963-64,MSV Duisburg,FC Schalke 04,3,0
1964-02-29,1963-64:de.1:169:1. FC Kaiserslautern:1. FC Saarbrücken,de.1,1963-64,1. FC Kaiserslautern,1. FC Saarbrücken,2,4
1964-03-07,1963-64:de.1:170:TSV 1860 München:Hamburger SV,de.1,1963-64,TSV 1860 München,Hamburger SV,9,2
1964-03-07,1963-64:de.1:171:Karlsruher SC:1. FC Kaiserslautern,de.1,1963-64,Karlsruher SC,1. FC Kaiserslautern,5,1
1964-03-07,1963-64:de.1:172:FC Schalke 04:1. FC Nürnberg,de.1,1963-64,FC Schalke 04,1. FC Nürnberg,4,1
1964-03-07,1963-64:de.1:173:Preußen Münster:1. FC Köln,de.1,1963-64,Preußen Münster,1. FC Köln,0,2
1964-03-07,1963-64:de.1:174:Hertha BSC:Borussia Dortmund,de.1,1963-64,Hertha BSC,Borussia Dortmund,0,0
1964-03-07,1963-64:de.1:175:1. FC Saarbrücken:MSV Duisburg,de.1,1963-64,1. FC Saarbrücken,MSV Duisburg,0,2
1964-03-07,1963-64:de.1:176:Eintracht Frankfurt:VfB Stuttgart,de.1,1963-64,Eintracht Frankfurt,VfB Stuttgart,3,2
1964-03-07,1963-64:de.1:177:Werder Bremen:Eintracht Braunschweig,de.1,1963-64,Werder Bremen,Eintracht Braunschweig,2,3
1964-03-14,1963-64:de.1:178:Eintracht Frankfurt:Hertha BSC,de.1,1963-64,Eintracht Frankfurt,Hertha BSC,4,0
1964-03-14,1963-64:de.1:179:Borussia Dortmund:VfB Stuttgart,de.1,1963-64,Borussia Dortmund,VfB Stuttgart,7,1
1964-03-14,1963-64:de.1:180:Werder Bremen:FC Schalke 04,de.1,1963-64,Werder Bremen,FC Schalke 04,1,0
1964-03-14,1963-64:de.1:181:MSV Duisburg:1. FC Köln,de.1,1963-64,MSV Duisburg,1. FC Köln,2,2
1964-03-14,1963-64:de.1:182:1. FC Kaiserslautern:1. FC Nürnberg,de.1,1963-64,1. FC Kaiserslautern,1. FC Nürnberg,3,1
1964-03-14,1963-64:de.1:183:TSV 1860 München:Preußen Münster,de.1,1963-64,TSV 1860 München,Preußen Münster,3,1
1964-03-14,1963-64:de.1:184:Karlsruher SC:1. FC Saarbrücken,de.1,1963-64,Karlsruher SC,1. FC Saarbrücken,2,2
1964-03-14,1963-64:de.1:185:Eintracht Braunschweig:Hamburger SV,de.1,1963-64,Eintracht Braunschweig,Hamburger SV,2,1
1964-03-21,1963-64:de.1:186:1. FC Saarbrücken:TSV 1860 München,de.1,1963-64,1. FC Saarbrücken,TSV 1860 München,1,2
1964-03-21,1963-64:de.1:187:VfB Stuttgart:1. FC Kaiserslautern,de.1,1963-64,VfB Stuttgart,1. FC Kaiserslautern,4,0
1964-03-21,1963-64:de.1:188:Hamburger SV:MSV Duisburg,de.1,1963-64,Hamburger SV,MSV Duisburg,3,3
1964-03-21,1963-64:de.1:189:Preußen Münster:Karlsruher SC,de.1,1963-64,Preußen Münster,Karlsruher SC,0,0
1964-03-21,1963-64:de.1:190:1. FC Köln:Eintracht Braunschweig,de.1,1963-64,1. FC Köln,Eintracht Braunschweig,4,1
1964-03-21,1963-64:de.1:191:FC Schalke 04:Eintracht Frankfurt,de.1,1963-64,FC Schalke 04,Eintracht Frankfurt,1,2
1964-03-21,1963-64:de.1:192:1. FC Nürnberg:Borussia Dortmund,de.1,1963-64,1. FC Nürnberg,Borussia Dortmund,4,0
1964-03-26,1963-64:de.1:193:Hamburger SV:Werder Bremen,de.1,1963-64,Hamburger SV,Werder Bremen,1,1
1964-03-26,1963-64:de.1:194:TSV 1860 München:VfB Stuttgart,de.1,1963-64,TSV 1860 München,VfB Stuttgart,1,1
1964-03-27,1963-64:de.1:195:Hertha BSC:MSV Duisburg,de.1,1963-64,Hertha BSC,MSV Duisburg,5,2
1964-03-30,1963-64:de.1:196:Eintracht Braunschweig:Hertha BSC,de.1,1963-64,Eintracht Braunschweig,Hertha BSC,1,1
1964-03-30,1963-64:de.1:197:1. FC Saarbrücken:Borussia Dortmund,de.1,1963-64,1. FC Saarbrücken,Borussia Dortmund,2,1
1964-03-30,1963-64:de.1:198:Eintracht Frankfurt:Hamburger SV,de.1,1963-64,Eintracht Frankfurt,Hamburger SV,2,2
1964-03-31,1963-64:de.1:199:TSV 1860 München:MSV Duisburg,de.1,1963-64,TSV 1860 München,MSV Duisburg,0,0
