date,game_id,competition_id,season,home_team,away_team,home_goals,away_goals
1976-10-30,1976-77:de.1:96:MSV Duisburg:Eintracht Braunschweig,de.1,1976-77,MSV Duisburg,Eintracht Braunschweig,1,1
1976-10-30,1976-77:de.1:97:Bayern München:Hamburger SV,de.1,1976-77,Bayern München,Hamburger SV,6,2
1976-10-30,1976-77:de.1:98:Hertha BSC:Fortuna Düsseldorf,de.1,1976-77,Hertha BSC,Fortuna Düsseldorf,4,0
1976-10-30,1976-77:de.1:99:Karlsruher SC:1. FC Köln,de.1,1976-77,Karlsruher SC,1. FC Köln,2,1
1976-11-06,1976-77:de.1:100:Fortuna Düsseldorf:VfL Bochum,de.1,1976-77,Fortuna Düsseldorf,VfL Bochum,1,0
1976-11-06,1976-77:de.1:101:Rot-Weiss Essen:Werder Bremen,de.1,1976-77,Rot-Weiss Essen,Werder Bremen,0,0
1976-11-06,1976-77:de.1:102:1. FC Kaiserslautern:Bayern München,de.1,1976-77,1. FC Kaiserslautern,Bayern München,1,1
1976-11-06,1976-77:de.1:103:Hamburger SV:1. FC Saarbrücken,de.1,1976-77,Hamburger SV,1. FC Saarbrücken,0,0
1976-11-06,1976-77:de.1:104:FC Schalke 04:Karlsruher SC,de.1,1976-77,FC Schalke 04,Karlsruher SC,2,2
1976-11-06,1976-77:de.1:105:1. FC Köln:Bor. Mönchengladbach,de.1,1976-77,1. FC Köln,Bor. Mönchengladbach,0,3
1976-11-06,1976-77:de.1:106:Tennis Borussia Berlin:MSV Duisburg,de.1,1976-77,Tennis Borussia Berlin,MSV Duisburg,1,5
1976-11-06,1976-77:de.1:107:Eintracht Frankfurt:Borussia Dortmund,de.1,1976-77,Eintracht Frankfurt,Borussia Dortmund,1,4
1976-11-06,1976-77:de.1:108:Eintracht Braunschweig:Hertha BSC,de.1,1976-77,Eintracht Braunschweig,Hertha BSC,2,2
1976-11-12,1976-77:de.1:109:Borussia Dortmund:Fortuna Düsseldorf,de.1,1976-77,Borussia Dortmund,Fortuna Düsseldorf,1,2
1976-11-13,1976-77:de.1:110:Bor. Mönchengladbach:FC Schalke 04,de.1,1976-77,Bor. Mönchengladbach,FC Schalke 04,2,0
1976-11-13,1976-77:de.1:111:Karlsruher SC:Hamburger SV,de.1,1976-77,Karlsruher SC,Hamburger SV,2,2
1976-11-13,1976-77:de.1:112:1. FC Kaiserslautern:Rot-Weiss Essen,de.1,1976-77,1. FC Kaiserslautern,Rot-Weiss Essen,7,1
1976-11-13,1976-77:de.1:113:Werder Bremen:Eintracht Frankfurt,de.1,1976-77,Werder Bremen,Eintracht Frankfurt,2,1
1976-11-13,1976-77:de.1:114:VfL Bochum:Eintracht Braunschweig,de.1,1976-77,VfL Bochum,Eintracht Braunschweig,1,1
1976-11-13,1976-77:de.1:115:Hertha BSC:Tennis Borussia Berlin,de.1,1976-77,Hertha BSC,Tennis Borussia Berlin,2,0
1976-11-13,1976-77:de.1:116:MSV Duisburg:1. FC Köln,de.1,1976-77,MSV Duisburg,1. FC Köln,1,1
1976-11-13,1976-77:de.1:117:Bayern München:1. FC Saarbrücken,de.1,1976-77,Bayern München,1. FC Saarbrücken,5,1
1976-11-20,1976-77:de.1:118:Fortuna Düsseldorf:Werder Bremen,de.1,1976-77,Fortuna Düsseldorf,Werder Bremen,3,2
1976-11-20,1976-77:de.1:119:Rot-Weiss Essen:Bayern München,de.1,1976-77,Rot-Weiss Essen,Bayern München,1,4
1976-11-20,1976-77:de.1:120:1. FC Saarbrücken:Karlsruher SC,de.1,1976-77,1. FC Saarbrücken,Karlsruher SC,1,1
1976-11-20,1976-77:de.1:121:Eintracht Frankfurt:1. FC Kaiserslautern,de.1,1976-77,Eintracht Frankfurt,1. FC Kaiserslautern,2,0
1976-11-20,1976-77:de.1:122:Hamburger SV:Bor. Mönchengladbach,de.1,1976-77,Hamburger SV,Bor. Mönchengladbach,4,1
1976-11-20,1976-77:de.1:123:1. FC Köln:Hertha BSC,de.1,1976-77,1. FC Köln,Hertha BSC,3,2
1976-11-20,1976-77:de.1:124:Tennis Borussia Berlin:VfL Bochum,de.1,1976-77,Tennis Borussia Berlin,VfL Bochum,1,1
1976-11-20,1976-77:de.1:125:Eintracht Braunschweig:Borussia Dortmund,de.1,1976-77,Eintracht Braunschweig,Borussia Dortmund,3,1
1976-11-20,1976-77:de.1:126:FC Schalke 04:MSV Duisburg,de.1,1976-77,FC Schalke 04,MSV Duisburg,3,2
1976-11-27,1976-77:de.1:127:Bor. Mönchengladbach:1. FC Saarbrücken,de.1,1976-77,Bor. Mönchengladbach,1. FC Saarbrücken,3,0
1976-11-27,1976-77:de.1:128:Karlsruher SC:Bayern München,de.1,1976-77,Karlsruher SC,Bayern München,1,2
1976-11-27,1976-77:de.1:129:1. FC Kaiserslautern:Fortuna Düsseldorf,de.1,1976-77,1. FC Kaiserslautern,Fortuna Düsseldorf,0,2
1976-11-27,1976-77:de.1:130:Werder Bremen:Eintracht Braunschweig,de.1,1976-77,Werder Bremen,Eintracht Braunschweig,2,2
1976-11-27,1976-77:de.1:131:Borussia Dortmund:Tennis Borussia Berlin,de.1,1976-77,Borussia Dortmund,Tennis Borussia Berlin,4,0
1976-11-27,1976-77:de.1:132:VfL Bochum:1. FC Köln,de.1,1976-77,VfL Bochum,1. FC Köln,1,2
1976-11-27,1976-77:de.1:133:Hertha BSC:FC Schalke 04,de.1,1976-77,Hertha BSC,FC Schalke 04,2,1
1976-11-27,1976-77:de.1:134:Eintracht Frankfurt:Rot-Weiss Essen,de.1,1976-77,Eintracht Frankfurt,Rot-Weiss Essen,3,1
1976-11-27,1976-77:de.1:135:MSV Duisburg:Hamburger SV,de.1,1976-77,MSV Duisburg,Hamburger SV,0,0
1976-12-03,1976-77:de.1:136:1. FC Köln:Borussia Dortmund,de.1,1976-77,1. FC Köln,Borussia Dortmund,1,1
1976-12-04,1976-77:de.1:137:Fortuna Düsseldorf:Rot-Weiss Essen,de.1,1976-77,Fortuna Düsseldorf,Rot-Weiss Essen,4,4
1976-12-04,1976-77:de.1:138:Karlsruher SC:Bor. Mönchengladbach,de.1,1976-77,Karlsruher SC,Bor. Mönchengladbach,4,0
1976-12-04,1976-77:de.1:139:Hamburger SV:Hertha BSC,de.1,1976-77,Hamburger SV,Hertha BSC,2,0
1976-12-04,1976-77:de.1:140:FC Schalke 04:VfL Bochum,de.1,1976-77,FC Schalke 04,VfL Bochum,3,1
1976-12-04,1976-77:de.1:141:Bayern München:Eintracht Frankfurt,de.1,1976-77,Bayern München,Eintracht Frankfurt,0,3
1976-12-04,1976-77:de.1:142:Tennis Borussia Berlin:Werder Bremen,de.1,1976-77,Tennis Borussia Berlin,Werder Bremen,2,4
1976-12-04,1976-77:de.1:143:Eintracht Braunschweig:1. FC Kaiserslautern,de.1,1976-77,Eintracht Braunschweig,1. FC Kaiserslautern,2,1
1976-12-10,1976-77:de.1:144:VfL Bochum:Hamburger SV,de.1,1976-77,VfL Bochum,Hamburger SV,4,2
1976-12-10,1976-77:de.1:145:MSV Duisburg:Karlsruher SC,de.1,1976-77,MSV Duisburg,Karlsruher SC,3,1
1976-12-11,1976-77:de.1:146:Bor. Mönchengladbach:Bayern München,de.1,1976-77,Bor. Mönchengladbach,Bayern München,1,0
1976-12-11,1976-77:de.1:147:1. FC Kaiserslautern:Tennis Borussia Berlin,de.1,1976-77,1. FC Kaiserslautern,Tennis Borussia Berlin,3,1
1976-12-11,1976-77:de.1:148:Rot-Weiss Essen:Eintracht Braunschweig,de.1,1976-77,Rot-Weiss Essen,Eintracht Braunschweig,2,1
1976-12-11,1976-77:de.1:149:Hertha BSC:1. FC Saarbrücken,de.1,1976-77,Hertha BSC,1. FC Saarbrücken,1,1
1976-12-11,1976-77:de.1:150:Werder Bremen:1. FC Köln,de.1,1976-77,Werder Bremen,1. FC Köln,2,1
1976-12-11,1976-77:de.1:151:Borussia Dortmund:FC Schalke 04,de.1,1976-77,Borussia Dortmund,FC Schalke 04,2,2
1976-12-11,1976-77:de.1:152:Eintracht Frankfurt:Fortuna Düsseldorf,de.1,1976-77,Eintracht Frankfurt,Fortuna Düsseldorf,1,1
1976-12-15,1976-77:de.1:153:1. FC Saarbrücken:MSV Duisburg,de.1,1976-77,1. FC Saarbrücken,MSV Duisburg,1,0
1977-01-15,1976-77:de.1:154:MSV Duisburg:Bor. Mönchengladbach,de.1,1976-77,MSV Duisburg,Bor. Mönchengladbach,3,2
1977-01-15,1976-77:de.1:155:VfL Bochum:1. FC Saarbrücken,de.1,1976-77,VfL Bochum,1. FC Saarbrücken,1,2
1977-01-15,1976-77:de.1:156:Borussia Dortmund:Hamburger SV,de.1,1976-77,Borussia Dortmund,Hamburger SV,4,4
1977-01-15,1976-77:de.1:157:Werder Bremen:FC Schalke 04,de.1,1976-77,Werder Bremen,FC Schalke 04,1,1
1977-01-15,1976-77:de.1:158:1. FC Kaiserslautern:1. FC Köln,de.1,1976-77,1. FC Kaiserslautern,1. FC Köln,4,2
1977-01-15,1976-77:de.1:159:Rot-Weiss Essen:Tennis Borussia Berlin,de.1,1976-77,Rot-Weiss Essen,Tennis Borussia Berlin,1,0
1977-01-15,1976-77:de.1:160:Fortuna Düsseldorf:Bayern München,de.1,1976-77,Fortuna Düsseldorf,Bayern München,0,0
1977-01-22,1976-77:de.1:161:Bayern München:MSV Duisburg,de.1,1976-77,Bayern München,MSV Duisburg,2,2
1977-01-22,1976-77:de.1:162:Hamburger SV:Werder Bremen,de.1,1976-77,Hamburger SV,Werder Bremen,5,3
1977-01-22,1976-77:de.1:163:Karlsruher SC:VfL Bochum,de.1,1976-77,Karlsruher SC,VfL Bochum,2,1
1977-01-22,1976-77:de.1:164:Bor. Mönchengladbach:Hertha BSC,de.1,1976-77,Bor. Mönchengladbach,Hertha BSC,2,1
1977-01-22,1976-77:de.1:165:FC Schalke 04:1. FC Kaiserslautern,de.1,1976-77,FC Schalke 04,1. FC Kaiserslautern,5,2
1977-01-22,1976-77:de.1:166:1. FC Köln:Rot-Weiss Essen,de.1,1976-77,1. FC Köln,Rot-Weiss Essen,2,2
1977-01-29,1976-77:de.1:167:VfL Bochum:Bor. Mönchengladbach,de.1,1976-77,VfL Bochum,Bor. Mönchengladbach,0,0
1977-01-29,1976-77:de.1:168:Borussia Dortmund:Karlsruher SC,de.1,1976-77,Borussia Dortmund,Karlsruher SC,7,2
1977-01-29,1976-77:de.1:169:1. FC Kaiserslautern:Hamburger SV,de.1,1976-77,1. FC Kaiserslautern,Hamburger SV,2,0
1977-01-29,1976-77:de.1:170:Eintracht Braunschweig:Bayern München,de.1,1976-77,Eintracht Braunschweig,Bayern München,1,0
1977-01-29,1976-77:de.1:171:Hertha BSC:MSV Duisburg,de.1,1976-77,Hertha BSC,MSV Duisburg,2,4
1977-01-29,1976-77:de.1:172:Eintracht Frankfurt:1. FC Köln,de.1,1976-77,Eintracht Frankfurt,1. FC Köln,4,0
1977-01-29,1976-77:de.1:173:Werder Bremen:1. FC Saarbrücken,de.1,1976-77,Werder Bremen,1. FC Saarbrücken,1,0
1977-01-29,1976-77:de.1:174:Fortuna Düsseldorf:Tennis Borussia Berlin,de.1,1976-77,Fortuna Düsseldorf,Tennis Borussia Berlin,0,0
1977-02-01,1976-77:de.1:175:Hertha BSC:Karlsruher SC,de.1,1976-77,Hertha BSC,Karlsruher SC,1,1
1977-02-05,1976-77:de.1:176:1. FC Saarbrücken:1. FC Kaiserslautern,de.1,1976-77,1. FC Saarbrücken,1. FC Kaiserslautern,2,2
1977-02-05,1976-77:de.1:177:Tennis Borussia Berlin:Eintracht Braunschweig,de.1,1976-77,Tennis Borussia Berlin,Eintracht Braunschweig,0,0
1977-02-05,1976-77:de.1:178:MSV Duisburg:VfL Bochum,de.1,1976-77,MSV Duisburg,VfL Bochum,0,0
1977-02-05,1976-77:de.1:179:FC Schalke 04:Eintracht Frankfurt,de.1,1976-77,FC Schalke 04,Eintracht Frankfurt,1,1
1977-02-05,1976-77:de.1:180:Hamburger SV:Rot-Weiss Essen,de.1,1976-77,Hamburger SV,Rot-Weiss Essen,5,3
1977-02-05,1976-77:de.1:181:1. FC Köln:Fortuna Düsseldorf,de.1,1976-77,1. FC Köln,Fortuna Düsseldorf,2,2
1977-02-05,1976-77:de.1:182:Karlsruher SC:Werder Bremen,de.1,1976-77,Karlsruher SC,Werder Bremen,3,1
1977-02-05,1976-77:de.1:183:Bayern München:Hertha BSC,de.1,1976-77,Bayern München,Hertha BSC,1,0
1977-02-12,1976-77:de.1:184:Rot-Weiss Essen:1. FC Saarbrücken,de.1,1976-77,Rot-Weiss Essen,1. FC Saarbrücken,1,0
1977-02-12,1976-77:de.1:185:Eintracht Braunschweig:1. FC Köln,de.1,1976-77,Eintracht Braunschweig,1. FC Köln,4,2
1977-02-12,1976-77:de.1:186:VfL Bochum:Hertha BSC,de.1,1976-77,VfL Bochum,Hertha BSC,4,2
1977-02-12,1976-77:de.1:187:Werder Bremen:Bor. Mönchengladbach,de.1,1976-77,Werder Bremen,Bor. Mönchengladbach,1,0
1977-02-12,1976-77:de.1:188:Tennis Borussia Berlin:Bayern München,de.1,1976-77,Tennis Borussia Berlin,Bayern München,3,1
1977-02-12,1976-77:de.1:189:1. FC Kaiserslautern:Karlsruher SC,de.1,1976-77,1. FC Kaiserslautern,Karlsruher SC,3,1
1977-02-12,1976-77:de.1:190:Fortuna Düsseldorf:FC Schalke 04,de.1,1976-77,Fortuna Düsseldorf,FC Schalke 04,1,2
1977-02-12,1976-77:de.1:191:Eintracht Frankfurt:Hamburger SV,de.1,1976-77,Eintracht Frankfurt,Hamburger SV,2,1
1977-02-12,1976-77:de.1:192:Borussia Dortmund:MSV Duisburg,de.1,1976-77,Borussia Dortmund,MSV Duisburg,2,1
1977-02-16,1976-77:de.1:193:1. FC Saarbrücken:Borussia Dortmund,de.1,1976-77,1. FC Saarbrücken,Borussia Dortmund,2,2
1977-02-18,1976-77:de.1:194:Eintracht Braunschweig:Fortuna Düsseldorf,de.1,1976-77,Eintracht Braunschweig,Fortuna Düsseldorf,0,0
1977-02-26,1976-77:de.1:195:MSV Duisburg:Werder Bremen,de.1,1976-77,MSV Duisburg,Werder Bremen,3,0
1977-02-26,1976-77:de.1:196:FC Schalke 04:Eintracht Braunschweig,de.1,1976-77,FC Schalke 04,Eintracht Braunschweig,2,3
1977-02-26,1976-77:de.1:197:Karlsruher SC:Rot-Weiss Essen,de.1,1976-77,Karlsruher SC,Rot-Weiss Essen,1,1
1977-02-26,1976-77:de.1:198:Hertha BSC:Borussia Dortmund,de.1,1976-77,Hertha BSC,Borussia Dortmund,3,2
1977-02-26,1976-77:de.1:199:Bor. Mönchengladbach:1. FC Kaiserslautern,de.1,1976-77,Bor. Mönchengladbach,1. FC Kaiserslautern,0,0
1977-02-26,1976-77:de.1:200:Hamburger SV:Fortuna Düsseldorf,de.1,1976-77,Hamburger SV,Fortuna Düsseldorf,1,1
1977-02-26,1976-77:de.1:201:1. FC Köln:Tennis Borussia Berlin,de.1,1976-77,1. FC Köln,Tennis Borussia Berlin,8,4
1977-02-26,1976-77:de.1:202:1. FC Saarbrücken:Eintracht Frankfurt,de.1,1976-77,1. FC Saarbrücken,Eintracht Frankfurt,2,2
1977-02-26,1976-77:de.1:203:Bayern München:VfL Bochum,de.1,1976-77,Bayern München,VfL Bochum,1,1
1977-03-01,1976-77:de.1:204:Eintracht Frankfurt:Eintracht Braunschweig,de.1,1976-77,Eintracht Frankfurt,Eintracht Braunschweig,3,0
1977-03-01,1976-77:de.1:205:Rot-Weiss Essen:FC Schalke 04,de.1,1976-77,Rot-Weiss Essen,FC Schalke 04,2,2
1977-03-05,1976-77:de.1:206:Eintracht Braunschweig:Hamburger SV,de.1,1976-77,Eintracht Braunschweig,Hamburger SV,0,1
1977-03-05,1976-77:de.1:207:1. FC Kaiserslautern:MSV Duisburg,de.1,1976-77,1. FC Kaiserslautern,MSV Duisburg,2,0
1977-03-05,1976-77:de.1:208:Borussia Dortmund:VfL Bochum,de.1,1976-77,Borussia Dortmund,VfL Bochum,0,2
1977-03-05,1976-77:de.1:209:Fortuna Düsseldorf:1. FC Saarbrücken,de.1,1976-77,Fortuna Düsseldorf,1. FC Saarbrücken,5,1
1977-03-05,1976-77:de.1:210:Tennis Borussia Berlin:FC Schalke 04,de.1,1976-77,Tennis Borussia Berlin,FC Schalke 04,1,3
1977-03-05,1976-77:de.1:211:Werder Bremen:Hertha BSC,de.1,1976-77,Werder Bremen,Hertha BSC,1,0
1977-03-05,1976-77:de.1:212:1. FC Köln:Bayern München,de.1,1976-77,1. FC Köln,Bayern München,3,0
1977-03-05,1976-77:de.1:213:Eintracht Frankfurt:Karlsruher SC,de.1,1976-77,Eintracht Frankfurt,Karlsruher SC,3,2
1977-03-05,1976-77:de.1:214:Rot-Weiss Essen:Bor. Mönchengladbach,de.1,1976-77,Rot-Weiss Essen,Bor. Mönchengladbach,1,0
1977-03-12,1976-77:de.1:215:MSV Duisburg:Rot-Weiss Essen,de.1,1976-77,MSV Duisburg,Rot-Weiss Essen,4,0
1977-03-12,1976-77:de.1:216:FC Schalke 04:1. FC Köln,de.1,1976-77,FC Schalke 04,1. FC Köln,1,1
1977-03-12,1976-77:de.1:217:Bayern München:Borussia Dortmund,de.1,1976-77,Bayern München,Borussia Dortmund,1,2
1977-03-12,1976-77:de.1:218:1. FC Saarbrücken:Eintracht Braunschweig,de.1,1976-77,1. FC Saarbrücken,Eintracht Braunschweig,1,2
1977-03-12,1976-77:de.1:219:VfL Bochum:Werder Bremen,de.1,1976-77,VfL Bochum,Werder Bremen,0,2
1977-03-12,1976-77:de.1:220:Bor. Mönchengladbach:Eintracht Frankfurt,de.1,1976-77,Bor. Mönchengladbach,Eintracht Frankfurt,1,3
1977-03-12,1976-77:de.1:221:Karlsruher SC:Fortuna Düsseldorf,de.1,1976-77,Karlsruher SC,Fortuna Düsseldorf,1,1
1977-03-12,1976-77:de.1:222:Hamburger SV:Tennis Borussia Berlin,de.1,1976-77,Hamburger SV,Tennis Borussia Berlin,2,1
1977-03-12,1976-77:de.1:223:Hertha BSC:1. FC Kaiserslautern,de.1,1976-77,Hertha BSC,1. FC Kaiserslautern,2,0
1977-03-15,1976-77:de.1:224:Tennis Borussia Berlin:Eintracht Frankfurt,de.1,1976-77,Tennis Borussia Berlin,Eintracht Frankfurt,1,1
1977-03-18,1976-77:de.1:225:Werder Bremen:Borussia Dortmund,de.1,1976-77,Werder Bremen,Borussia Dortmund,3,0
1977-03-18,1976-77:de.1:226:1. FC Kaiserslautern:VfL Bochum,de.1,1976-77,1. FC Kaiserslautern,VfL Bochum,2,0
1977-03-19,1976-77:de.1:227:Rot-Weiss Essen:Hertha BSC,de.1,1976-77,Rot-Weiss Essen,Hertha BSC,2,2
1977-03-19,1976-77:de.1:228:Fortuna Düsseldorf:Bor. Mönchengladbach,de.1,1976-77,Fortuna Düsseldorf,Bor. Mönchengladbach,0,1
1977-03-19,1976-77:de.1:229:Eintracht Braunschweig:Karlsruher SC,de.1,1976-77,Eintracht Braunschweig,Karlsruher SC,3,3
1977-03-19,1976-77:de.1:230:Tennis Borussia Berlin:1. FC Saarbrücken,de.1,1976-77,Tennis Borussia Berlin,1. FC Saarbrücken,1,1
1977-03-19,1976-77:de.1:231:1. FC Köln:Hamburger SV,de.1,1976-77,1. FC Köln,Hamburger SV,3,3
1977-03-19,1976-77:de.1:232:Eintracht Frankfurt:MSV Duisburg,de.1,1976-77,Eintracht Frankfurt,MSV Duisburg,3,1
1977-03-19,1976-77:de.1:233:FC Schalke 04:Bayern München,de.1,1976-77,FC Schalke 04,Bayern München,0,0
1977-03-26,1976-77:de.1:234:Bor. Mönchengladbach:Eintracht Braunschweig,de.1,1976-77,Bor. Mönchengladbach,Eintracht Braunschweig,1,1
1977-03-26,1976-77:de.1:235:Hertha BSC:Eintracht Frankfurt,de.1,1976-77,Hertha BSC,Eintracht Frankfurt,2,3
1977-03-26,1976-77:de.1:236:MSV Duisburg:Fortuna Düsseldorf,de.1,1976-77,MSV Duisburg,Fortuna Düsseldorf,1,0
1977-03-26,1976-77:de.1:237:VfL Bochum:Rot-Weiss Essen,de.1,1976-77,VfL Bochum,Rot-Weiss Essen,2,1
1977-03-26,1976-77:de.1:238:Borussia Dortmund:1. FC Kaiserslautern,de.1,1976-77,Borussia Dortmund,1. FC Kaiserslautern,5,2
1977-03-26,1976-77:de.1:239:Bayern München:Werder Bremen,de.1,1976-77,Bayern München,Werder Bremen,1,0
1977-03-26,1976-77:de.1:240:Hamburger SV:FC Schalke 04,de.1,1976-77,Hamburger SV,FC Schalke 04,2,2
1977-03-26,1976-77:de.1:241:1. FC Saarbrücken:1. FC Köln,de.1,1976-77,1. FC Saarbrücken,1. FC Köln,3,1
1977-03-26,1976-77:de.1:242:Karlsruher SC:Tennis Borussia Berlin,de.1,1976-77,Karlsruher SC,Tennis Borussia Berlin,4,1
1977-03-30,1976-77:de.1:243:Bor. Mönchengladbach:Borussia Dortmund,de.1,1976-77,Bor. Mönchengladbach,Borussia Dortmund,1,1
1977-04-01,1976-77:de.1:244:1. FC Kaiserslautern:Werder Bremen,de.1,1976-77,1. FC Kaiserslautern,Werder Bremen,4,2
1977-04-01,1976-77:de.1:245:1. FC Köln:Karlsruher SC,de.1,1976-77,1. FC Köln,Karlsruher SC,4,1
1977-04-01,1976-77:de.1:246:Hamburger SV:Bayern München,de.1,1976-77,Hamburger SV,Bayern München,5,0
1977-04-02,1976-77:de.1:247:Tennis Borussia Berlin:Bor. Mönchengladbach,de.1,1976-77,Tennis Borussia Berlin,Bor. Mönchengladbach,0,1
1977-04-02,1976-77:de.1:248:Rot-Weiss Essen:Borussia Dortmund,de.1,1976-77,Rot-Weiss Essen,Borussia Dortmund,1,5
1977-04-02,1976-77:de.1:249:Eintracht Frankfurt:VfL Bochum,de.1,1976-77,Eintracht Frankfurt,VfL Bochum,2,2
1977-04-02,1976-77:de.1:250:FC Schalke 04:1. FC Saarbrücken,de.1,1976-77,FC Schalke 04,1. FC Saarbrücken,0,1
1977-04-02,1976-77:de.1:251:Eintracht Braunschweig:MSV Duisburg,de.1,1976-77,Eintracht Braunschweig,MSV Duisburg,1,1
1977-04-02,1976-77:de.1:252:Fortuna Düsseldorf:Hertha BSC,de.1,1976-77,Fortuna Düsseldorf,Hertha BSC,2,3
1977-04-07,1976-77:de.1:253:Bayern München:1. FC Kaiserslautern,de.1,1976-77,Bayern München,1. FC Kaiserslautern,3,0
1977-04-07,1976-77:de.1:254:MSV Duisburg:Tennis Borussia Berlin,de.1,1976-77,MSV Duisburg,Tennis Borussia Berlin,1,1
1977-04-09,1976-77:de.1:255:Karlsruher SC:FC Schalke 04,de.1,1976-77,Karlsruher SC,FC Schalke 04,1,7
1977-04-12,1976-77:de.1:256:VfL Bochum:Fortuna Düsseldorf,de.1,1976-77,VfL Bochum,Fortuna Düsseldorf,1,2
1977-04-12,1976-77:de.1:257:Werder Bremen:Rot-Weiss Essen,de.1,1976-77,Werder Bremen,Rot-Weiss Essen,3,1
1977-04-12,1976-77:de.1:258:1. FC Saarbrücken:Hamburger SV,de.1,1976-77,1. FC Saarbrücken,Hamburger SV,3,2
1977-04-12,1976-77:de.1:259:Bor. Mönchengladbach:1. FC Köln,de.1,1976-77,Bor. Mönchengladbach,1. FC Köln,3,1
1977-04-12,1976-77:de.1:260:Borussia Dortmund:Eintracht Frankfurt,de.1,1976-77,Borussia Dortmund,Eintracht Frankfurt,2,2
1977-04-12,1976-77:de.1:261:Hertha BSC:Eintracht Braunschweig,de.1,1976-77,Hertha BSC,Eintracht Braunschweig,2,1
1977-04-15,1976-77:de.1:262:Rot-Weiss Essen:1. FC Kaiserslautern,de.1,1976-77,Rot-Weiss Essen,1. FC Kaiserslautern,3,2
1977-04-15,1976-77:de.1:263:Fortuna Düsseldorf:Borussia Dortmund,de.1,1976-77,Fortuna Düsseldorf,Borussia Dortmund,3,2
1977-04-16,1976-77:de.1:264:FC Schalke 04:Bor. Mönchengladbach,de.1,1976-77,FC Schalke 04,Bor. Mönchengladbach,1,0
1977-04-16,1976-77:de.1:265:Hamburger SV:Karlsruher SC,de.1,1976-77,Hamburger SV,Karlsruher SC,2,1
1977-04-16,1976-77:de.1:266:Eintracht Frankfurt:Werder Bremen,de.1,1976-77,Eintracht Frankfurt,Werder Bremen,7,1
1977-04-16,1976-77:de.1:267:Eintracht Braunschweig:VfL Bochum,de.1,1976-77,Eintracht Braunschweig,VfL Bochum,2,0
1977-04-16,1976-77:de.1:268:Tennis Borussia Berlin:Hertha BSC,de.1,1976-77,Tennis Borussia Berlin,Hertha BSC,2,0
1977-04-16,1976-77:de.1:269:1. FC Köln:MSV Duisburg,de.1,1976-77,1. FC Köln,MSV Duisburg,5,2
1977-04-16,1976-77:de.1:270:1. FC Saarbrücken:Bayern München,de.1,1976-77,1. FC Saarbrücken,Bayern München,6,1
1977-04-22,1976-77:de.1:271:Werder Bremen:Fortuna Düsseldorf,de.1,1976-77,Werder Bremen,Fortuna Düsseldorf,0,2
1977-04-22,1976-77:de.1:272:1. FC Kaiserslautern:Eintracht Frankfurt,de.1,1976-77,1. FC Kaiserslautern,Eintracht Frankfurt,2,2
1977-04-22,1976-77:de.1:273:VfL Bochum:Tennis Borussia Berlin,de.1,1976-77,VfL Bochum,Tennis Borussia Berlin,2,1
1977-04-23,1976-77:de.1:274:Bayern München:Rot-Weiss Essen,de.1,1976-77,Bayern München,Rot-Weiss Essen,5,1
1977-04-23,1976-77:de.1:275:Karlsruher SC:1. FC Saarbrücken,de.1,1976-77,Karlsruher SC,1. FC Saarbrücken,3,0
1977-04-23,1976-77:de.1:276:Bor. Mönchengladbach:Hamburger SV,de.1,1976-77,Bor. Mönchengladbach,Hamburger SV,0,0
1977-04-23,1976-77:de.1:277:Hertha BSC:1. FC Köln,de.1,1976-77,Hertha BSC,1. FC Köln,2,4
1977-04-23,1976-77:de.1:278:Borussia Dortmund:Eintracht Braunschweig,de.1,1976-77,Borussia Dortmund,Eintracht Braunschweig,0,0
1977-04-23,1976-77:de.1:279:MSV Duisburg:FC Schalke 04,de.1,1976-77,MSV Duisburg,FC Schalke 04,2,2
1977-05-06,1976-77:de.1:280:1. FC Köln:VfL Bochum,de.1,1976-77,1. FC Köln,VfL Bochum,6,1
1977-05-06,1976-77:de.1:281:Hamburger SV:MSV Duisburg,de.1,1976-77,Hamburger SV,MSV Duisburg,2,0
1977-05-07,1976-77:de.1:282:1. FC Saarbrücken:Bor. Mönchengladbach,de.1,1976-77,1. FC Saarbrücken,Bor. Mönchengladbach,2,2
1977-05-07,1976-77:de.1:283:Bayern München:Karlsruher SC,de.1,1976-77,Bayern München,Karlsruher SC,5,0
1977-05-07,1976-77:de.1:284:Fortuna Düsseldorf:1. FC Kaiserslautern,de.1,1976-77,Fortuna Düsseldorf,1. FC Kaiserslautern,2,3
1977-05-07,1976-77:de.1:285:Eintracht Braunschweig:Werder Bremen,de.1,1976-77,Eintracht Braunschweig,Werder Bremen,0,1
1977-05-07,1976-77:de.1:286:Tennis Borussia Berlin:Borussia Dortmund,de.1,1976-77,Tennis Borussia Berlin,Borussia Dortmund,2,3
1977-05-07,1976-77:de.1:287:FC Schalke 04:Hertha BSC,de.1,1976-77,FC Schalke 04,Hertha BSC,4,0
1977-05-07,1976-77:de.1:288:Rot-Weiss Essen:Eintracht Frankfurt,de.1,1976-77,Rot-Weiss Essen,Eintracht Frankfurt,1,8
1977-05-13,1976-77:de.1:289:Borussia Dortmund:1. FC Köln,de.1,1976-77,Borussia Dortmund,1. FC Köln,1,2
1977-05-14,1976-77:de.1:290:Rot-Weiss Essen:Fortuna Düsseldorf,de.1,1976-77,Rot-Weiss Essen,Fortuna Düsseldorf,5,3
