match_id,league,home_team,away_team,match_datetime
6992867,England: Championship,Cardiff,Derby,2016-04-02 16:00:00
6992868,England: Championship,Charlton,Birmingham,2016-04-02 16:00:00
6992869,England: Championship,Fulham,Milton Keynes Dons,2016-04-02 16:00:00
6992870,England: Championship,Huddersfield,Sheffield Wed,2016-04-02 16:00:00
6992871,England: Championship,Hull City,Bristol City,2016-04-02 16:00:00
6992872,England: Championship,Nottingham,Brentford,2016-04-02 16:00:00
6992873,England: Championship,Rotherham,Leeds,2016-04-02 16:00:00
6992874,England: Championship,Wolves,Ipswich,2016-04-02 16:00:00
6992875,England: League One,Blackpool,Southend,2016-04-02 16:00:00
6992876,England: League One,Bradford,Scunthorpe,2016-04-02 16:00:00
6992877,England: League One,Burton,Bury,2016-04-02 16:00:00
6992878,England: League One,Chesterfield,Port Vale,2016-04-02 16:00:00
6992879,England: League One,Colchester,Millwall,2016-04-02 16:00:00
6992880,England: League One,Gillingham FC,Coventry,2016-04-02 16:00:00
6992881,England: League One,Peterborough,Crewe,2016-04-02 16:00:00
6992882,England: League One,Rochdale,Doncaster,2016-04-02 16:00:00
6992883,England: League One,Sheffield Utd,Walsall,2016-04-02 16:00:00
6992884,England: League One,Shrewsbury,Wigan,2016-04-02 16:00:00
6992885,England: League One,Swindon,Fleetwood Town,2016-04-02 16:00:00
6992886,England: League Two,Accrington,Cambridge Utd,2016-04-02 16:00:00
6992887,England: League Two,Bristol Rovers,Crawley Town,2016-04-02 16:00:00
6992888,England: League Two,Exeter,Plymouth,2016-04-02 16:00:00
6992889,England: League Two,Hartlepool,Mansfield,2016-04-02 16:00:00
6992890,England: League Two,Luton,Stevenage,2016-04-02 16:00:00
6992891,England: League Two,Morecambe,Barnet,2016-04-02 16:00:00
6992892,England: League Two,Northampton,Notts County,2016-04-02 16:00:00
6992893,England: League Two,Portsmouth,Carlisle,2016-04-02 16:00:00
6992894,England: League Two,Wycombe,AFC Wimbledon,2016-04-02 16:00:00
6992895,England: League Two,Yeovil,Newport,2016-04-02 16:00:00
6992896,England: League Two,York,Leyton Orient,2016-04-02 16:00:00
6993234,England: Premier League,Liverpool,Tottenham,2016-04-02 18:30:00
7148141,England: Premier League,Leicester,Southampton,2016-04-03 14:30:00
7148534,England: Premier League,Manchester United,Everton,2016-04-03 17:00:00
7470911,England: Championship,Birmingham,Brighton,2016-04-05 20:45:00
7470912,England: Championship,Brentford,Bolton,2016-04-05 20:45:00
7470913,England: Championship,Bristol City,Rotherham,2016-04-05 20:45:00
7470914,England: Championship,Burnley,Cardiff,2016-04-05 20:45:00
7470915,England: Championship,Derby,Hull City,2016-04-05 20:45:00
7470916,England: Championship,Ipswich,Charlton,2016-04-05 20:45:00
7470917,England: Championship,Leeds,QPR,2016-04-05 20:45:00
7470918,England: Championship,Middlesbrough,Huddersfield,2016-04-05 20:45:00
7470919,England: Championship,Milton Keynes Dons,Wolves,2016-04-05 20:45:00
7470920,England: Championship,Preston,Fulham,2016-04-05 20:45:00
7470921,England: Championship,Sheffield Wed,Blackburn,2016-04-05 20:45:00
7470922,England: League One,Fleetwood Town,Peterborough,2016-04-05 20:45:00
7470924,England: League Two,Carlisle,Hartlepool,2016-04-05 20:45:00
7470925,England: League Two,Dagenham &amp; Red.,Morecambe,2016-04-05 20:45:00
7470964,England: Championship,Reading,Nottingham,2016-04-05 21:00:00
8058572,England: Championship,Burnley,Leeds,2016-04-09 13:30:00
8058580,England: Premier League,West Ham,Arsenal,2016-04-09 13:45:00
8058876,England: Premier League,Aston Villa,Bournemouth,2016-04-09 16:00:00
8058877,England: Premier League,Crystal Palace,Norwich,2016-04-09 16:00:00
8058878,England: Premier League,Southampton,Newcastle Utd,2016-04-09 16:00:00
8058879,England: Premier League,Swansea,Chelsea,2016-04-09 16:00:00
8058880,England: Premier League,Watford,Everton,2016-04-09 16:00:00
8058882,England: Championship,Bristol City,Sheffield Wed,2016-04-09 16:00:00
8058883,England: Championship,Derby,Bolton,2016-04-09 16:00:00
8058884,England: Championship,Fulham,Cardiff,2016-04-09 16:00:00
8058885,England: Championship,Huddersfield,Hull City,2016-04-09 16:00:00
8058886,England: Championship,Ipswich,Brentford,2016-04-09 16:00:00
8058887,England: Championship,Middlesbrough,Preston,2016-04-09 16:00:00
8058888,England: Championship,Milton Keynes Dons,Rotherham,2016-04-09 16:00:00
