football3_target_personnel_compact_ledger_v6	FRA_Ligue1
T	official-schedule-team:ccab56efe2adf2bda68980e8ca4d7f98aafe0ec7e2212401fe436ff51c65ba41	RC Strasbourg Alsace	UEFA	https://www.uefa.com/nationalassociations/teams/59857--strasbourg/squad/	2026-08-24T15:59:13Z	-	UNKNOWN	CURRENT_ROSTER_SNAPSHOT	CURRENT_SOURCE_COMPLETE
P	GK	Filip Jørgensen
P	GK	M. Piekutowski
P	GK	G. Kerckaert
P	DEF	H. Malonga
P	DEF	K. Coulibaly
P	DEF	A. Sylla
P	DEF	A. Omobamidele
P	DEF	Ben Chilwell
P	DEF	J. Mitchell
P	DEF	I. Doukouré
P	DEF	M. del Blanco
P	DEF	G. Doué
P	DEF	L. Høgsberg
P	DEF	G. Antwi
P	DEF	Y. Becker
P	DEF	Soumaïla Coulibaly
P	MID	P. Diong
P	MID	M. Oyedele
P	MID	S. Nanasi
P	MID	Giovanni Reyna
P	MID	M. Amougou
P	MID	P. Diop
P	MID	Diogo Sousa
P	MID	T. Noubissie
P	MID	S. El Mourabet
P	MID	B. Brantlind
P	FWD	J. Panichelli
P	FWD	S. Mara
P	FWD	Fabio Baldé
P	FWD	M. Godo
P	FWD	S. Amo-Ameyaw
P	FWD	Jacobo Ortega
P	FWD	Y. Diémé
P	FWD	G. Kodia
P	FWD	G. Yassine
P	FWD	M. Luković
T	official-schedule-team:dffe93b933e66eef2f4f143acb6f01333d291748c7fee6acbb27f9358f740513	Stade Rennais FC	UEFA	https://www.uefa.com/nationalassociations/teams/55031--rennes/squad/	2026-08-24T15:59:13Z	-	UNKNOWN	CURRENT_ROSTER_SNAPSHOT	CURRENT_SOURCE_COMPLETE
P	GK	Nicolas Lemaître
P	GK	Brice Samba
P	GK	K. Belazzoug
P	DEF	L. Brassier
P	DEF	C. Cresswell
P	DEF	Gonçalo Oliveira
P	DEF	B. Reynolds
P	DEF	A. Nagida
P	DEF	A. Rouault
P	DEF	Q. Merlin
P	DEF	A. Seidu
P	DEF	A. Aït Boudlal
P	MID	A. Sishuba
P	MID	D. Cissé
P	MID	Seko Fofana
P	MID	Sebastian Szymański
P	MID	V. Rongier
P	MID	A. Thomasson
P	MID	Mahdi Camara
P	MID	Przemysław Frankowski
P	FWD	Breel Embolo
P	FWD	E. Lepaul
P	FWD	Ludovic Blas
P	FWD	Musa Al-Taamari
P	FWD	Eliezer Mayenda
P	FWD	E. Legendre
P	FWD	H. Do Marcolino
P	FWD	Arnaud Nordin
P	FWD	I. Soumaré
T	official-schedule-team:d0c2a9a4738d8a6d556639d5eeead240f2fe6eb4e713d01f5c3a3cefdc8110d2	Havre AC	UEFA	https://www.uefa.com/nationalassociations/teams/52664/squad/	2026-08-24T15:59:13Z	-	UNKNOWN	CURRENT_ROSTER_SNAPSHOT	CURRENT_SOURCE_COMPLETE
P	GK	P. Argney
P	GK	L. Mpasi
P	GK	Mory Diaw
P	DEF	Elias Jelert
P	DEF	F. Doucouré
P	DEF	A. Seko
P	DEF	Y. Zouaoui
P	DEF	Vincent Sasso
P	DEF	S. Zagadou
P	DEF	T. Pembélé
P	DEF	D. Ouziad
P	MID	M. Bodmer
P	MID	J. Mwanga
P	MID	A. Richardson
P	MID	R. Ndiaye
P	MID	K. Mizuta
P	MID	G. Zohouri
P	MID	S. Ebonog
P	MID	M. Bentoumi
P	MID	I. Bouneb
P	MID	D. Mosengo
P	MID	Abdoulaye Toure
P	FWD	J. Maja
P	FWD	Felix Mambimbi
P	FWD	G. Kyeremeh
P	FWD	J. Tincrès
P	FWD	Mbwana Ally Samatta
P	FWD	E. Koffi
P	FWD	S. Nakamura
