match_id,league,home_team,away_team,match_datetime
4821912,England: League One,Port Vale,Burton,2016-03-19 16:00:00
4821913,England: League One,Scunthorpe,Chesterfield,2016-03-19 16:00:00
4821914,England: League One,Southend,Gillingham FC,2016-03-19 16:00:00
4821915,England: League One,Walsall,Colchester,2016-03-19 16:00:00
4821916,England: League One,Wigan,Bradford,2016-03-19 16:00:00
4821917,England: League Two,AFC Wimbledon,York,2016-03-19 16:00:00
4821918,England: League Two,Barnet,Oxford Utd,2016-03-19 16:00:00
4821919,England: League Two,Cambridge Utd,Yeovil,2016-03-19 16:00:00
4821920,England: League Two,Carlisle,Wycombe,2016-03-19 16:00:00
4821921,England: League Two,Crawley Town,Hartlepool,2016-03-19 16:00:00
4821922,England: League Two,Dagenham &amp; Red.,Accrington,2016-03-19 16:00:00
4821923,England: League Two,Leyton Orient,Morecambe,2016-03-19 16:00:00
4821924,England: League Two,Mansfield,Portsmouth,2016-03-19 16:00:00
4821925,England: League Two,Notts County,Exeter,2016-03-19 16:00:00
4821926,England: League Two,Plymouth,Luton,2016-03-19 16:00:00
4821927,England: League Two,Stevenage,Northampton,2016-03-19 16:00:00
4822216,England: Premier League,Swansea,Aston Villa,2016-03-19 18:30:00
4986403,England: Premier League,Newcastle Utd,Sunderland,2016-03-20 14:30:00
4986404,England: Premier League,Southampton,Liverpool,2016-03-20 14:30:00
4986766,England: Premier League,Manchester City,Manchester United,2016-03-20 17:00:00
4986767,England: Premier League,Tottenham,Bournemouth,2016-03-20 17:00:00
5750342,England: League One,Barnsley,Scunthorpe,2016-03-25 16:00:00
5750343,England: League One,Blackpool,Bury,2016-03-25 16:00:00
5750344,England: League One,Colchester,Doncaster,2016-03-25 16:00:00
5750345,England: League One,Rochdale,Southend,2016-03-25 16:00:00
5750346,England: League One,Sheffield Utd,Crewe,2016-03-25 16:00:00
5750347,England: League One,Shrewsbury,Port Vale,2016-03-25 16:00:00
5750348,England: League Two,Accrington,Leyton Orient,2016-03-25 16:00:00
5750349,England: League Two,Bristol Rovers,Cambridge Utd,2016-03-25 16:00:00
5750350,England: League Two,Exeter,Barnet,2016-03-25 16:00:00
5750351,England: League Two,Hartlepool,AFC Wimbledon,2016-03-25 16:00:00
5750353,England: League Two,Northampton,Newport,2016-03-25 16:00:00
5750354,England: League Two,Oxford Utd,Stevenage,2016-03-25 16:00:00
5750355,England: League Two,Portsmouth,Notts County,2016-03-25 16:00:00
5750356,England: League Two,Wycombe,Mansfield,2016-03-25 16:00:00
