football3_target_personnel_compact_ledger_v6	ITA_SerieA
T	official-schedule-team:6f6e299ee375b63a4b714fae429b803386c6c0ad1912416b9a8f56b4cdfd3518	Atalanta	Lega Serie A	https://www.legaseriea.it/team/atalanta/squad	2026-08-24T15:59:13Z	-	UNKNOWN	CURRENT_ROSTER_SNAPSHOT	CURRENT_SOURCE_COMPLETE
P	GK	Marco Sportiello
P	GK	Marco Carnesecchi
P	GK	Paolo Vismara
P	DEF	Davide Zappacosta
P	DEF	Giorgio Scalvini
P	DEF	Honest Ahanor
P	DEF	Isak Malcolm Kwaku Hien
P	DEF	Kouakou Odilon Kossounou
P	DEF	Matteo Giuseppe Plaia
P	DEF	Raoul Bellanova
P	DEF	Relja Obric
P	DEF	Sead Kolašinac
P	DEF	Thomas Thiesson Kristensen
P	MID	Alberto Manzoni
P	MID	Charles De Ketelaere
P	MID	Éderson José dos Santos Lourenço da Silva
P	MID	Federico Steffanoni
P	MID	Federico Cassa
P	MID	Gianluca Gaetano
P	MID	Ibrahim Sulemana Kakari
P	MID	Lazar Vujadin Samardžić
P	MID	Lorenzo Bernasconi
P	MID	Mario Pašalić
P	MID	Marten Elco De Roon
P	MID	Nicola Zalewski
P	MID	Sergej Levak
P	FWD	Giacomo Raspadori
P	FWD	Gianluca Scamacca
P	FWD	Kamaldeen Sulemana
P	FWD	Nikola Krstović
P	FWD	Eljif Elmas
T	official-schedule-team:f97910078ed25d093f9a7d26eeb0147a49538a8fa8105dedc3f55cabb448faa7	Frosinone	Lega Serie A	https://www.legaseriea.it/team/frosinone/squad	2026-08-24T15:59:13Z	-	UNKNOWN	CURRENT_ROSTER_SNAPSHOT	CURRENT_SOURCE_COMPLETE
P	GK	Lorenzo Palmisani
P	GK	Matteo Pisseri
P	GK	Sebastiano Desplanches
P	DEF	Anthony Henri Oyono Omva Torque
P	DEF	Gabriele Bracaglia
P	DEF	Gabriele Calvani
P	DEF	Giorgio Cittadini
P	DEF	Ilario Monterisi
P	DEF	Jacopo Gelli
P	DEF	Jeremy Henri Oyono Omva Torque
P	DEF	Kevin John Ufuoma Akpoguma
P	DEF	Niccolò Corrado
P	DEF	Sergio Kalaj
P	DEF	Wisdom Amey
P	MID	Ben Kone
P	MID	Alessio Zerbin
P	MID	Anouar El Azzouzi
P	MID	Filippo Grosso
P	MID	Florian Grillitsch
P	MID	Francesco Gelli
P	MID	Giacomo Calò
P	MID	Ilias Koutsoupias
P	MID	Kevin Barcella
P	MID	Luis Hasa
P	MID	Matteo Cichella
P	MID	Patrizio Masini
P	MID	Romano Christian Schmid
P	FWD	Alejandro Gabriel Cichero
P	FWD	Antonio Raimondo
P	FWD	Farès Ghedjemis
P	FWD	Giorgi Kvernadze
P	FWD	Muhammed Colley
P	FWD	Seydou Fini
T	official-schedule-team:cc0aec825d2926554114c4764e77acff4f5c8d3a6b28f9d4624bf8c1729d0a60	Lecce	Lega Serie A	https://www.legaseriea.it/team/lecce/squad	2026-08-24T15:59:13Z	-	UNKNOWN	CURRENT_ROSTER_SNAPSHOT	CURRENT_SOURCE_COMPLETE
P	GK	Christian Lupo
P	GK	Plamen Valentin Penev
P	GK	Wladimiro Falcone
P	DEF	Antonino Gallo
P	DEF	Bathele Christ-Owen Kouassi
P	DEF	Corrie Richard Ndaba
P	DEF	Danilo Filipe De Melo Veiga
P	DEF	Gaby Jean
P	DEF	Jamil Siebert
P	DEF	Kialonda Gaspar
P	DEF	Marlon Nnamdi Ubani
P	DEF	Tiago Gabriel Coelho Oliveira
P	MID	Lassana Coulibaly
P	MID	Medon Berisha
P	MID	Mohamed Drame
P	MID	Niko Kovač
P	MID	Olaf Gooitzen Paul Gorter
P	MID	Omri Gandelman
P	MID	Oumar Jacky Ngom
P	MID	Sadik Fofana
P	MID	Santiago Daniel Pierotti
P	MID	Youssef Maleh
P	FWD	Divine Chidiebube Onyemachi
P	FWD	Francisco Esteban Sánchez
P	FWD	Hjalte Morel Lærke
P	FWD	Konan Ignace Jocelyn N'Dri
P	FWD	Nikola Štulić
P	FWD	Willem Davnis Louis Didier Geubbels
T	official-schedule-team:3de97c237a5b89aaa3be719da144982cb51da9e081b8651a47269f76ce8bd6c1	Bologna	Lega Serie A	https://www.legaseriea.it/team/bologna/squad	2026-08-24T15:59:13Z	-	UNKNOWN	CURRENT_ROSTER_SNAPSHOT	CURRENT_SOURCE_COMPLETE
P	GK	Łukasz Skorupski
P	GK	Massimo Pessina
P	GK	Ukko Antti Einari Happonen
P	DEF	Abdel Rahim Alhassane Bonkano
P	DEF	Eivind Fauske Helland
P	DEF	Emil Alfons Holm
P	DEF	Juan Miranda Gonzalez
P	DEF	Lorenzo De Silvestri
P	DEF	Martin Vitik
P	DEF	Nadir Zortea
P	DEF	Nicolò Casale
P	DEF	Torbjørn Lysaker Heggem
P	MID	Federico Bernardeschi
P	MID	Lewis Ferguson
P	MID	Marco Libra Alvarado
P	MID	Mikel Jesus Amondarain
P	MID	Nikola Moro
P	MID	Oussama El Azzouzi
P	MID	Tommaso Pobega
P	FWD	Artem Dovbyk
P	FWD	Jens Odgaard
P	FWD	Jonathan David Rowe
P	FWD	Nicolò Cambiaghi
P	FWD	Riccardo Orsolini
P	FWD	Roberto Piccoli
