league_id,season,stage,source_code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgCA,AvgCD,AvgCH,B365CA,B365CD,B365CH,BFECA,BFECD,BFECH,Country,League,MaxCA,MaxCD,MaxCH,PSCA,PSCD,PSCH,Season
SWE_Allsvenskan,2024,regular_league,SWE,19/10/2024,14:00,Vasteras SK,Malmo FF,1,1,D,1.65,4.2,4.72,,,,1.68,4.5,5.3,Sweden,Allsvenskan,1.7,4.4,5.3,1.69,4.25,4.77,2024
SWE_Allsvenskan,2024,regular_league,SWE,19/10/2024,16:30,Halmstad,Sirius,3,1,H,1.92,3.74,3.72,,,,2.02,3.9,4,Sweden,Allsvenskan,2,3.99,3.9,1.91,3.99,3.85,2024
SWE_Allsvenskan,2024,regular_league,SWE,20/10/2024,13:00,Kalmar,Mjallby,0,3,A,2.36,3.36,2.95,,,,2.46,3.45,3.2,Sweden,Allsvenskan,2.47,3.46,3.1,2.42,3.45,3.03,2024
SWE_Allsvenskan,2024,regular_league,SWE,20/10/2024,15:30,GAIS,Varnamo,0,0,D,3.13,3.42,2.23,,,,3.3,3.55,2.36,Sweden,Allsvenskan,3.27,3.56,2.35,3.27,3.56,2.23,2024
SWE_Allsvenskan,2024,regular_league,SWE,21/10/2024,13:00,Hammarby,Djurgarden,2,0,H,3.16,3.17,2.35,,,,3.4,3.3,2.48,Sweden,Allsvenskan,3.35,3.25,2.5,3.35,3.21,2.36,2024
SWE_Allsvenskan,2024,regular_league,SWE,21/10/2024,18:00,Norrkoping,Brommapojkarna,1,1,D,3.2,3.5,2.18,,,,3.35,3.7,2.28,Sweden,Allsvenskan,3.37,3.7,2.29,3.32,3.5,2.24,2024
SWE_Allsvenskan,2024,regular_league,SWE,21/10/2024,18:10,Goteborg,AIK,1,2,A,2.54,3.11,2.9,,,,2.7,3.2,3.05,Sweden,Allsvenskan,2.63,3.2,3.1,2.63,3.17,2.98,2024
SWE_Allsvenskan,2024,regular_league,SWE,26/10/2024,14:00,Mjallby,GAIS,1,1,D,5.22,3.97,1.63,,,,5.7,4.2,1.69,Sweden,Allsvenskan,5.56,4.1,1.68,5.56,4.08,1.63,2024
SWE_Allsvenskan,2024,regular_league,SWE,26/10/2024,14:00,Sirius,Hammarby,0,3,A,2.23,3.55,3.04,,,,2.34,3.75,3.2,Sweden,Allsvenskan,2.3,3.75,3.19,2.27,3.65,3.15,2024
SWE_Allsvenskan,2024,regular_league,SWE,26/10/2024,16:30,Brommapojkarna,Kalmar,1,2,A,3.21,3.62,2.12,,,,3.5,3.8,2.2,Sweden,Allsvenskan,3.5,3.75,2.2,3.29,3.64,2.2,2024
