competition_id,season,source_season,stage,source_code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,game_id,meet_name,round,venue
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-08,14:00,제주,수원FC,1,3,A,80,하나원큐 K리그1 2021,14,제주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-08,16:30,포항,강원,1,1,D,81,하나원큐 K리그1 2021,14,포항 스틸야드
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-09,16:30,전북,수원,1,3,A,83,하나원큐 K리그1 2021,14,전주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-11,19:30,인천,포항,1,1,D,85,하나원큐 K리그1 2021,15,인천 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-11,19:30,수원FC,광주,2,1,H,86,하나원큐 K리그1 2021,15,수원 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-12,19:00,수원,제주,3,2,H,87,하나원큐 K리그1 2021,15,수원 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-12,19:30,강원,울산,2,2,D,89,하나원큐 K리그1 2021,15,춘천 송암 스포츠타운
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-15,16:30,강원,수원FC,0,0,D,93,하나원큐 K리그1 2021,16,춘천 송암 스포츠타운
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-15,19:00,인천,광주,2,1,H,94,하나원큐 K리그1 2021,16,인천 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-16,14:00,제주,대구,1,2,A,95,하나원큐 K리그1 2021,16,제주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-16,16:30,울산,수원,1,1,D,96,하나원큐 K리그1 2021,16,울산 문수 축구경기장
